text,anger,fear,joy,sadness
@Myahrissavietta I'm cheery now ðŸ˜˜ðŸ˜‰,0.0,0.0,0.76,0.0
"@NFYFC @Wilkster_ hmm, don't know many yf  who are short on confidence! Wish I'd been one, ",0.0,0.431,0.0,0.0
"@NFYFC @Wilkster_ hmm, don't know many yf  who are short on confidence! Wish I'd been one, #shy",0.0,0.562,0.0,0.0
@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..?  #joke,0.0,0.167,0.0,0.0
@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..? #horrible #joke,0.0,0.269,0.0,0.0
@NHLstoreNYC I'm cheering for @TeamNA_WCH and @TeamEUR_WCH #NHLNYCSweepstakes,0.0,0.0,0.56,0.0
"@NM_NickNocturne Incentivise people to roam the Internet being morally offended, as if they didn't do it enough already.",0.542,0.0,0.0,0.0
@NRA @HillaryClinton  She never said anything about taking away guns but I would now bc of your stupid scare tactics for gun sales.Sickening,0.0,0.583,0.0,0.0
@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool ,0.0,0.336,0.0,0.0
@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool #terrible,0.0,0.373,0.0,0.0
"@Nataliem55 sadly, war has often been the factor that jump starts US economic growth",0.0,0.0,0.0,0.479
@NativeApprops @SBShear @HuffingtonPost Shew. That was ,0.0,0.188,0.0,0.0
@NativeApprops @SBShear @HuffingtonPost Shew. That was #awful,0.0,0.542,0.0,0.0
@NaziaMemon01 yeah a terror packed terror supported speech..,0.0,0.583,0.0,0.0
"@NebulaJoker No, they aren't. Episodes are animated during the week before they air.",0.0,0.0,0.231,0.0
"@Nekudere oh ok, yeah I felt dumb like I think I would have known if it was animated at least lmao",0.0,0.0,0.479,0.0
"@NeoFundie @fitchest Ha. Right. I'm from San Jose, CA, and I was offended right there with you. Dave, go on a walk or something next time.",0.831,0.0,0.0,0.0
@NessaMatthews he's perfect. But not even in that way where you sort of resent him or suspect that he leads a double life. Just perfect.,0.271,0.0,0.0,0.0
@Netflix_ME penny dreadful season 3?,0.0,0.3,0.0,0.354
@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain,0.0,0.0,0.0,0.604
"@NeyaphemMaster @_James_Kellar_ @RavenMetamorph @MagnetoBroHood @jedi_paige Thomas' nervousness at being the group's focus is evident, 'I&gt;",0.0,0.562,0.0,0.0
"@NianticLabs .... For example, catching a gloom would yield 6 oddish candies and catching a vileplume would yield 9.",0.0,0.0,0.0,0.292
@Nick_Offerman I'll be there!! Can't wait for all the !,0.0,0.0,0.771,0.0
@Nick_Offerman I'll be there!! Can't wait for all the #mirth!,0.0,0.0,0.646,0.0
@Nigerianscamsss @TrillSmith you think I came back to twitter and not ruffle a few bushes? Tuh.,0.521,0.0,0.0,0.0
"@Nikhilv95 @LydiajaneF I wish, I really, truly wish, that I had just a modicum of your banter. ",0.0,0.0,0.24,0.0
"@Nikhilv95 @LydiajaneF I wish, I really, truly wish, that I had just a modicum of your banter. #hilarious",0.0,0.0,0.646,0.0
@NinjaWorrier @ali_zimmer @m_pattison How long ago was that? (I shudder to think.),0.0,0.625,0.0,0.0
@Norn_IronMaiden @forest_fr1ends It's hilarious,0.0,0.0,0.694,0.0
@Nxrthstxr I think it's the daunting fact of the typical offer being those grades. Even though it's been proven not to be the case exactly,0.0,0.396,0.0,0.0
@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses?  #solate,0.0,0.292,0.0,0.0
@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses? #awful #solate,0.0,0.456,0.0,0.0
@OilersFanSean yup I feel dirty cheering,0.0,0.0,0.44,0.0
@Olajide_Shutti lmaoo. It will be a joyful day.,0.0,0.0,0.688,0.0
"@OnesOwnGrief Just a shame his world was gloom from day one almost.Though it makes sense he'd have the whole part hydra,part s.h.i.e.l.d(c)",0.0,0.0,0.0,0.542
@Onision @Eugenia_Cooney annoyed by the good loving fans of Onision including myself Is really annoyed at how people just are too cheerful.,0.0,0.0,0.104,0.0
"@OnyxFlare25 She chuckles, shaking her head. 'No...I just have a really vivid imagination, I guess. It happens when you meet someone&gt;",0.0,0.271,0.0,0.0
@Oooooo_Donna @sturgishigh @politicususa   @CNN took its first baby  step now let's hope they will start running,0.0,0.25,0.0,0.0
@OrbsOfJoy plan a date... like a date u find pleasing or smth. fuckign\n\n10/10. because the child will grow to be a ten out of ten,0.0,0.0,0.311,0.0
"@Orrible_Ives I didn't say anything bad about the situation great mate, can't believe some were. Makes me despair of humanity",0.0,0.562,0.0,0.0
@OstinOng YUUUHH ðŸ™„ðŸ˜­ plus clin ep and prevmed ugghhh hahaha ,0.438,0.0,0.0,0.0
@OstinOng YUUUHH ðŸ™„ðŸ˜­ plus clin ep and prevmed ugghhh hahaha #bitter,0.521,0.0,0.0,0.0
@OutdoorLoverz is this a bridge if I have to drive on such I will stop breathing Yooo I can't I'm to afraid,0.0,0.833,0.0,0.0
"@PanicAtTheDisco hey, y'all announced it like immediately after I asked. Nice. Thanks y'all ",0.0,0.25,0.0,0.0
"@PanicAtTheDisco hey, y'all announced it like immediately after I asked. Nice. Thanks y'all #panic",0.0,0.625,0.0,0.0
"@ParrishWalton @kjmgolf Also, our best assets on offense are our RB's and our WR's (longterm). Have to have an offense to utilize both.",0.396,0.0,0.0,0.0
@PatBlanchfield so you mean â€œlike Uber but for despair for someone other than the driver',0.0,0.455,0.0,0.0
@PatVPeters @FreeBeacon Quite the response of retaliation from Weiner in getting revenge on Huma &amp; Hillary 'clam digging'.\n#AllScumbags,0.5,0.0,0.0,0.0
@PatriotsInform I don't see why you think we'll have a dumbed down simplified offense with Brissett. He comes from a very complicated system,0.438,0.0,0.0,0.0
"@PaulJonMilne too grim, too insanely, determined to hurt you from",0.0,0.0,0.0,0.575
@PeanutRD @MelissaJoyRD @SarahKoszykRD @eat4performance @rustnutrition @jenhaugen  hey #sparkling is the word I just picked 4 my biz card,0.0,0.0,0.417,0.0
"@PerfectQuartz She's jogging a bit to stay beside her, puffing her cheeks with a huff each time. 'Oh-- jeez Jasper, why don't you â€”",0.375,0.0,0.0,0.0
"@PersephoneOD Her cheerful voice echoed through the grand, familiar home, a smile blossoming on my rosy brims, 'Mom.' I reciprocated the --",0.0,0.0,0.537,0.0
@PeteSpencer007 Are you always so relentlessly positive? Your constantly cheerful optimistic disposition starts to grate after a while.,0.0,0.0,0.34,0.0
@Piggiewhopays lmao! I can only imagine the frown across that face of yours. #Hilarity,0.0,0.0,0.0,0.271
"@Policy_Exchange A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any  #sexism",0.0,0.438,0.0,0.0
"@Policy_Exchange A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any #shocking #sexism",0.0,0.396,0.0,0.0
@PottzGaming hmu need players for lans next year. DM me. Need serious players. Im under org,0.0,0.0,0.0,0.125
@PriiiincesssE thanks for distracting me from my paper to watch this hilarious video ðŸ˜‚,0.0,0.0,0.708,0.0
@PrincessCasGirl @DaddyEllis__ tiff you better hurry cause ðŸ‘€,0.458,0.0,0.0,0.0
@PurpleReplisol meden is frowning at you with her non existent face,0.0,0.0,0.0,0.521
@PuseLepuru it's the irritation of not having found the corpse,0.5,0.0,0.0,0.0
@R1Breakfast Totes had to re-listen to the endless hilarity that was Tom Odell's 'raaar' this morning ðŸ˜‚ðŸ˜‚ðŸ˜‚ @grimmers @fionaradio @TinaDaheley,0.0,0.0,0.66,0.0
@RJAH_NHS @ChrisHudson76 @mbrandreth #course day # potential Leadership #excited #nervous # proud,0.0,0.646,0.0,0.0
@RLH2606 if u know who died.. I would also burst out crying....\nFrom JOY!!! ðŸ˜‰,0.354,0.0,0.0,0.0
@RapeseedOilFans \nWho nose where those scent roses went\nTo a spot in the Orient\nMummified\nIn rapeseed oil fried\nEating drinking &amp; merriment.,0.0,0.0,0.479,0.0
@RashidAlMaktoum For #serious #intermediaries all required info about #project or #Owner will be mailed.,0.0,0.0,0.0,0.25
@RaveenElexiis I fought a racist girl and she stayed in GAVC so if you get kicked out I call BS,0.0,0.0,0.0,0.479
@Rbrutti what a #happy looking #couple !,0.0,0.0,0.542,0.0
@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the ,0.625,0.0,0.0,0.0
@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the #outrage,0.646,0.0,0.0,0.0
@RealJeffsdomain Wolfpack theme and trons and sting wore the wolf shirt,0.312,0.0,0.0,0.0
@RealKyper @NHL watching the jubilant scrum at the end of the day and remembering they're all still kids! #priceless,0.0,0.0,0.625,0.0
"@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? ",0.0,0.333,0.0,0.0
"@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? #awful",0.0,0.458,0.0,0.0
"@RealPaulWalker R.I.P Paul, furious 8 can't wait",0.254,0.0,0.0,0.0
@RealestCastiel just sitting close to him for an extended period of time was exhilarating because he's so beautiful and lively lol,0.0,0.0,0.72,0.0
@RegalisAzura \ngrasp the cobalt woman's own; which they did fairly easily. Fair cheeks would ignite into a fiery hue. Warm.. was the only,0.438,0.0,0.0,0.0
"@Relaqss I know she did horrible shit, but it wouldn't make anything better in the end, but your choice",0.0,0.542,0.0,0.0
"@Ren102e906 Just do what you can, don't get discouraged, maybe some prayers for divine intervention to help you would help :)",0.0,0.0,0.0,0.438
@ReserveHinata tend to them he's going to get infections. \n\nHe's frowning and looking down as he does this. \nIt must hurt damn.],0.0,0.0,0.0,0.475
@RevTrevK @Wolfman93011 @Daraidernation @EROCKhd Take 2k out of it the numbers on madden are low and have dropped and people are unhappy,0.0,0.0,0.0,0.604
@RiRiMathew even when we're fighting I'm laughing. I probably have serious ingrained issuesðŸ˜‚ðŸ¤—,0.0,0.0,0.0,0.146
"@RichardHBell Yes, I think he held a grudge ...",0.375,0.0,0.0,0.0
@RiotzXVl papercuts sting and stub ur toe last for like 10 secs,0.396,0.0,0.0,0.0
"@RoWillFindYou Eric couldn't help but laugh, though that made him wince in pain. It hurt. A lot. He just wanted to sit down somewhere â€”",0.0,0.396,0.0,0.0
@RobRiggle @joelmchale @NFLonFOX I still can't get jimmy garoppolo out of my head and it's been almost 3 weeks. Thanks a lot! ,0.0,0.0,0.5,0.0
@RobRiggle @joelmchale @NFLonFOX I still can't get jimmy garoppolo out of my head and it's been almost 3 weeks. Thanks a lot! #hilarious,0.0,0.0,0.729,0.0
@RobdotThom @sulphurhoops in fact they need to start making all holidays! Maybe even e dry month pick a theme so we can have them all year,0.0,0.229,0.0,0.0
@RobertTaitWHU against Chelsea anything is possible haha. I'm fuming about that bet ðŸ™„ðŸ™„ðŸ™„ðŸ™„ðŸ™„ðŸ™„,0.646,0.0,0.0,0.0
@RockSolidShow @Pat_Francis #revolting cocks if you think I'm sexy!,0.0,0.292,0.0,0.0
@Rocks_n_Ropes Can't believe how rude your cashier was today when I was returning an item!  Your customer service is slacking. ,0.0,0.479,0.0,0.0
@Rocks_n_Ropes Can't believe how rude your cashier was today when I was returning an item!  Your customer service is slacking. #terrible,0.0,0.312,0.0,0.0
@RogueCoder250 We are in so much trouble!! I don't think the Rev will see the funny side of our project. ,0.0,0.616,0.0,0.0
@RogueCoder250 We are in so much trouble!! I don't think the Rev will see the funny side of our project. #nervous,0.0,0.896,0.0,0.0
@RonMexico760 The guy who calls people 'cuck' and is anti-BLM is offended by idea that he might not be pro-policing reform? That's amazing.,0.625,0.0,0.0,0.0
@RoseTintMyWorId fucking hell mate absolute nightmare ðŸ˜“,0.0,0.854,0.0,0.0
@RosieBalls I fear for the future of mankind,0.0,0.87,0.0,0.0
@RossKemp Omg that is just horrific. Something needs to be done. ðŸ˜¢,0.0,0.82,0.0,0.0
@RossKemp great programme tonight  #upsetting #extremeworld,0.0,0.0,0.0,0.375
@RossKemp great programme tonight #sad #upsetting #extremeworld,0.0,0.0,0.0,0.646
@RoyEnglish roy as fiery,0.5,0.0,0.0,0.0
@RyhenMessedUp goodbye despair,0.0,0.0,0.0,0.5
@STLouis_RamsFan their whole team is limited when they're on the field. ,0.0,0.292,0.0,0.0
@STLouis_RamsFan their whole team is limited when they're on the field.  #terrible,0.0,0.271,0.0,0.0
@SWP_Roads   How dull.,0.0,0.0,0.0,0.521
@SXMUrbanView @karenhunter @CousinSyl you are so wrong for this!needed levity after that recording,0.0,0.0,0.28,0.0
@SadiqKhan #terrorism shouldn't be a way of life in the united etates and wasn't until #islam brought it here! #IslamExposed #islambacon,0.0,0.646,0.0,0.0
"@SageHillfarms @HintonAlisa @hb_heather Hey, Jayme! Were yourðŸ‘‚ðŸ‘‚ burning cuz I was talking about you?ðŸ˜ Are you going tomorrow?",0.417,0.0,0.0,0.0
"@SalmonDelicious @bigdickkishibae I lost it at 18. Like, really not a big deal. Don't worry about trivial shit like that.",0.0,0.292,0.0,0.0
@Sami_3499 Oh noooo!  #nomorehammocks #nightmare ;),0.0,0.625,0.0,0.0
@Samkingftw ew omg that is so grim,0.0,0.0,0.0,0.688
@Samkingftw nahh thats grim,0.0,0.0,0.0,0.438
@SandraTXAS @6bird4 @CajunKangaroo @justanavywife please. Or you could be clouded by your passion. Emotion leads you from the truth.,0.0,0.0,0.0,0.458
"@SapientSoldier timid but determined version of the rabid beasts beyond the land. Growling beneath my restrained breath, I //rip// myself --",0.542,0.0,0.0,0.0
@SarahMi40605180 @kaileighhxo sorry to burst the bubble but there was never any illusion ðŸ™ˆðŸ˜‚ðŸ˜‚,0.396,0.0,0.0,0.0
"@Sargon_of_Akkad It'll be like burning rap albums; they'll have to buy it first, but gosh darn it, they have to get rid of it.",0.417,0.0,0.0,0.0
@SatansLezzie @gehrig38 @joesmith12431 @ejamesl I think he was huffing that pine tar they use for bat gripping.,0.0,0.0,0.0,0.375
"@ScottiePass shock horror handicap dodger is at the top ðŸ˜‚ close on the agg cup good , but think pressure will get to markðŸ¤”",0.0,0.46,0.0,0.0
@SenJohnMcCain @WSJ an 'Honorable Senator' cheering when a cease fire does not hold! PEOPLE DIE AND YOU CHEER! GENOCIDE SUPPORT NOT GOOD!,0.0,0.0,0.062,0.0
@Shahid3011 don't tweet shit like this! It'll come back and haunt you like your other ones ðŸ˜­ðŸ˜‚,0.0,0.479,0.0,0.0
@SheilaCustis We don't expect women to be violent &amp; discourage it. It's really about how we're raising our boys.,0.0,0.0,0.0,0.322
@SherriEShepherd because #whitepeople are #afraid of large #blackmen?,0.0,0.646,0.0,0.0
"@ShieldsCap &lt; Steve between his feet, feeling a blush sting his cheeks. 'I can undress myself, thank you very much,' he snapped &gt;",0.333,0.0,0.0,0.0
@SilkInSide @TommyJoeRatliff that's so pretty! I love the sky in the background and the purple highlights with the dull colors is great,0.0,0.0,0.0,0.088
@SimonSSSJ123 @EllieG10853 @Onision @Eugenia_Cooney he sure as hell helped me with my depression and still does,0.0,0.0,0.0,0.485
"@Singaholic121 Good morning, love! Happy first day of fall. Let's make some awesome #autumnmemories #annabailey  ",0.0,0.0,0.86,0.0
"@Singaholic121 Good morning, love! Happy first day of fall. Let's make some awesome #autumnmemories #annabailey #laughter #smile",0.0,0.0,0.924,0.0
"@SiobhanSynnot  Oh, good God. Quentin Letts is doing one of his 'comedy' turns. #angry @bbcthisweek @afneil #BBCTW",0.5,0.0,0.0,0.0
@SkyNews err I wasnt gloomy.  17.2 mio people were not gloomy only #remain were #Brexit,0.0,0.0,0.0,0.458
"@SkyNews when the East wind blue in summer in Durban, S Africa, we still surfed and got #stung badly! Must be carefull-A #sting can harm you",0.562,0.0,0.0,0.0
@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer ðŸ˜¡ ,0.646,0.0,0.0,0.0
@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer ðŸ˜¡ #fuming,0.646,0.0,0.0,0.0
@SlaveGuinevere its more of a little prick than a sting .......... but you have to come to Tennessee to get it1,0.417,0.0,0.0,0.0
"@Slippus @PureGym  yeah I received a fine today which I am furious about, currently appealing it after being a member for so long...",0.646,0.0,0.0,0.0
"@SloanTheOtaku Betelgeuse/Sloth was lively, dedicated and tenacious, Regulus/Greed is humbly content and Ley/Gluttony is starving hungry.",0.0,0.0,0.36,0.0
@SmileWhileYoDie @KiloSierraC @h0wabouthannah @Drops I'll be okay don't worry,0.0,0.438,0.0,0.0
@SoCalValerie this one was Apples attempt to make muslims happy ðŸ•‹,0.0,0.0,0.38,0.0
"@SonOfTheDovah *She could sense the anger stirring within him and took his hand in hers.* As long as we stay together, we'll both be safe.--",0.375,0.0,0.0,0.0
@Sophiejulia @CalebAtChipotle @calebpressleyxo relentless pipe thirst #sheltered,0.438,0.0,0.0,0.0
@Sopp97 sorry to upset u madam.If you have got any queries don't hesitate to contact our PR department.In the meantime do you fancy a beer?,0.0,0.14,0.0,0.0
"@Spacekatgal @outmagazine Its okay to be trans just rejoice with the trans in the trans way. By the way it's not your business, so why care?",0.0,0.0,0.24,0.0
@SportsTraderIT Madrid is playing awful and no modric but 90 minutes in BernabÃ©u stadium are so so long. Viallreal never won there,0.0,0.292,0.0,0.0
"@Spotted_H0rse I'm spry, though",0.0,0.0,0.26,0.0
"@SquidWasTaken Pfft- Yeye, i'm a sucker for bright yellow, red, pink, and blues when it comes to coloring or backgrounds haaa",0.0,0.0,0.0,0.146
@St8edge4life88 eh well i can do the sting vs cactus loser leaves wcw match at bash at the beach lol,0.396,0.0,0.0,0.0
@StarFlowerz17 @DreamerAbe #bitter. Nicole and Cory is why she was evicted.,0.396,0.0,0.0,0.0
"@StarklyDark 'Come here. Come on. Into my arms. I'm not going anywhere, Tony, I swear.' Steve told him, quiet and solemn.",0.0,0.0,0.0,0.5
@StarklyDark 'I know you trusted me.' His words were soft as he ignored the anger and focused on the hurt beneath. 'I know I screwed up.' --,0.562,0.0,0.0,0.0
@StephenKing\n\nStephen King never once spoke out about how the Left crushes #FreeSpeech in publishing world.\n\n #Trump  #scifi #ccot #p2,0.0,0.375,0.0,0.0
@StephenKing\n\nStephen King never once spoke out about how the Left crushes #FreeSpeech in publishing world.\n\n#Trump #horror #scifi #ccot #p2,0.0,0.542,0.0,0.0
@SteveBryantArt I was pretty sure it was a Golden Ticket. Get a tour. Make a mistake. Something horrific will happen to you. Good day sir.,0.0,0.362,0.0,0.0
@StrongestBeing â†would furrow and her face would redden as she protests; it would seem that being seen as unattractive in Wukong's eyes wasâ†’,0.481,0.0,0.0,0.0
@StutteringGiant at least his character in fast and furious pumped some adrenaline into the franchise. But that's about it,0.333,0.0,0.0,0.0
@SueWallace78 peanut butter???? You some kinda pervert?? ,0.0,0.417,0.0,0.0
@SueWallace78 peanut butter???? You some kinda pervert?? #awful,0.0,0.375,0.0,0.0
@SunandBeachBum 'you people' infuriate me!,0.792,0.0,0.0,0.0
"@SusanHensThe shameful display I watched today has left me reeling with so much anger dt I feel like exploding, those clowns should watch it",0.625,0.0,0.0,0.0
@SusannahSpot I could pop round ,0.0,0.25,0.0,0.0
@SusannahSpot I could pop round #nightmare,0.0,0.771,0.0,0.0
@TChudhry @fasiranjha lol @ ur caste. even if the whole village dies.. a massali like you cant be a chaudhry:) so cheer up massali :),0.0,0.0,0.396,0.0
@TDYLN sadly not :(,0.0,0.0,0.0,0.667
@TDsNation I blame how broken madden is this year,0.417,0.0,0.0,0.0
@TDsNation i watch all your videos but i like madden better!,0.333,0.0,0.0,0.0
@TELUSsupport any tips on why our wifi is terrible the past week? Slow or dropping out continuously - NW Calgary ðŸ˜•,0.0,0.5,0.0,0.0
@TJ_FASHO lmao clown my own hair I'm going to dread lmao,0.0,0.375,0.0,0.0
"@TMobileHelp my service is down in Cleveland, OH. What's going on? #unhappy",0.0,0.0,0.0,0.854
"@TNFryed Jesus, you just made think that of all the Vols v fl games I've seen. I've never seen a win. #depression",0.0,0.0,0.0,0.833
@TVsCarlKinsella They're such garbage. Obviously I like that they suck but it's still grim to watch.,0.0,0.0,0.0,0.542
@TalesofanAlfa @David_Milloy \nI like your thinking...but sadly no - that's the shed ðŸ˜¢,0.0,0.0,0.0,0.604
@TampaBayRay I cried with laughter.,0.0,0.0,0.66,0.0
"@Taniel @LOLGOP That'll be gosh darn terrific if they only check the brown people. Shucks, let's make a law to say only brown people.",0.0,0.458,0.0,0.0
@Taoist_Skeptic @jackaberlin @DrJillStein @politicususa Doubt U have anything to be afraid of as Trump has been vilifying minorities &amp; women,0.0,0.562,0.0,0.0
@TaraSetmayer @oliverdarcy AA have the right of passage when it comes to the 'N' word.  Why should he insult him in his church.  Ignorant!,0.562,0.0,0.0,0.0
@TayerleLyle awe thank you so much Lyle!! You're the best!ðŸ˜€ðŸ˜€,0.0,0.104,0.0,0.0
@TaylaStJames it happens and Vegas isn't the only origin thats prevelant #sadly,0.0,0.0,0.0,0.625
@TeaPartyOrg Hes right when the Civil war starts it will be wall to wall terrorism and i don't fancy the Muzzy's chances,0.0,0.66,0.0,0.0
"@TeamShanny legit why i am so furious with him, people are such fucking idiots.",0.875,0.0,0.0,0.0
@TehShockwave turn that grumpy frown upside-down\n\nYou did something next to impossible today,0.375,0.0,0.0,0.396
"@TenPercent @emmajtracey @MetroUK not at all surprised unf, getting partially sighted Mum &amp; pushchair on trains a nightmare #ignorantpublic",0.0,0.521,0.0,0.0
"@TetraVariations I don't need a mask, but I'll gladly make a donation to help in ur name! Is it Mr. TY Rex or first initial only? #serious",0.0,0.0,0.0,0.312
@ThatWhiteSoxFan @tbtrill not as sad as the White Sox playing record ;),0.0,0.0,0.0,0.438
@TheBarmyArmy all the optimism...,0.0,0.0,0.263,0.0
@TheCatHeSay I may be #alwayshungry but I haven't sunk that low yet!! @Thereluctantcat,0.0,0.0,0.0,0.312
@TheDTSB @trubble1127 @nflnetwork I agree but our offense was ass after the second half td score on the first drive,0.417,0.0,0.0,0.0
"@TheDemocrats dilemma, blaiming everything on the Bushes, but acting gleeful over their endorsement. #Election2016 #Trump",0.0,0.0,0.208,0.0
@TheDuranSite Russian mistrust of the U.S is well justified &amp; the precaution they've taken are very prudent.,0.0,0.375,0.0,0.0
@TheMandyMoore You are beyond wonderful.  Your singing prowess is phenomenal but damn... I'm just elated to watch you act again. #ThisIsUs ï¤—,0.0,0.0,0.879,0.0
@TheMandyMoore You are beyond wonderful.  Your singing prowess is phenomenal but damn... I'm just elated to watch you act again. #ThisIsUs ðŸ¤—,0.0,0.0,0.771,0.0
"@TheMoosesAngel He looks down at his brother, a smile forming on his face. 'What? People fearing me?'",0.0,0.333,0.0,0.0
@TheNotoriousMMA looking like @MIckeyRourkeFP in his heyday,0.0,0.0,0.4,0.0
@TheOneSoleShoe that is one thing but attacking and hating is worse - that makes us just like the angry vengeful behavior we detest,0.583,0.0,0.0,0.0
@TheOnlySweeney their slogan should've been #start instead of #finish,0.0,0.25,0.0,0.0
"@TheRandomAnt @meg_m203 yeah, they figured that ornaments are way more wanted than spektar and desolate gear. Well they thought right.",0.0,0.0,0.0,0.354
"@TheSandraGal Glad to see that you're having fun in the sun. Water sports are always fun, challenging, and exhilarating. #happiness #beauty",0.0,0.0,0.796,0.0
"@TheVulcanSalute , just saw the Save The Day PSA. Why were you in obvious tears doing it? I'd have thought you'd be your cheerful self.",0.0,0.0,0.2,0.0
"@TheYoungEvans_ 'Kylie, you know me. I won't take no for answer for this kind of things...' *he would smirk and start on the crust.*",0.0,0.396,0.0,0.0
@TheZantarin Then maybe we should keep our White mouths shut and let the people being targeted speak and mourn.,0.0,0.0,0.0,0.729
@The_Boxing_Hub #klitschko @Klitschko over fury any day #boxing,0.312,0.0,0.0,0.0
@The_Nasty_P now you gotta do that with fast n furious,0.354,0.0,0.0,0.0
@Thebeast_ufc what happened to the suicide tweet it was a joke obviously how could that offend anyone?ðŸ¤”,0.542,0.0,0.0,0.0
@TheeCurrentYear @Sargon_of_Akkad this is too much hilarity for one day,0.0,0.0,0.604,0.0
@Theresa_Talbot @fleurrbie Haha...sorry about the dreadful puns... I need to get out more....I've been cooped up lately...,0.0,0.562,0.0,0.0
"@Theshadeshit91 \nOh, I'm sorry about it, do not be sad yourself there is nothing important in the world to grieve about it",0.0,0.0,0.0,0.625
@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! ,0.583,0.0,0.0,0.0
@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! #fuming,0.771,0.0,0.0,0.0
@TiburonChamber plus a hearty pour of #yachtrock by #mustacheharbor !,0.0,0.0,0.5,0.0
@TiganVarcolac &lt; feel this precious pleasure. 'Harder..' He whispered almost breathless and his index finger stroked along his waistband &gt;,0.0,0.312,0.0,0.0
"@Tik115 Issue with that is, will the effort involved get back the amount I put into it? That's what I'm fearful of.",0.0,0.708,0.0,0.0
@TillTheEndMMVI I accidetly dumped boiling water my myself ðŸ˜«,0.521,0.0,0.0,0.0
@TimesNow indian army crossed loc into pok to bust terror camp on 20th Sept night?,0.0,0.708,0.0,0.0
@TimewarpArcade @tenpencearcade Do you really have to pedal like a nutter to get anywhere? I remember it being more sedate.,0.0,0.0,0.0,0.355
"@ToddDoug @Ziggomattic Yeah, this actually supports why I tweeted in this thread initially. Because of the article's righteous indignation.",0.396,0.0,0.0,0.0
@Tomstarling86 He didn't have many chances to show what he can do but looked lively and had a good shot tipped over the bar before the end.,0.0,0.0,0.36,0.0
@TootingCommon stop!!! Don't make me laugh when I'm being sad.,0.0,0.0,0.0,0.708
@TouchPH  The solution is to punish the criminals. That's the only way to discourage crime. or the circle will continue.,0.0,0.0,0.0,0.479
@Trump_Videos she looks completely #rabid @realDonaldTrump,0.5,0.0,0.0,0.0
@TweeriaLee A stumbling block to the pessimist is a stepping stone to the optimist.,0.0,0.0,0.0,0.271
@TxDMV @ArkansasBBB i filled out the report on #baitswitch by @Carvana lets go get them fines levied. #badbusiness #honoryourdeal #unhappy,0.0,0.0,0.0,0.542
@TzumiXIV huff puff,0.519,0.0,0.0,0.0
@UCSMindfulness thank u so much! we just finished another #mindfulness film called #release about #anxiety - plz share!,0.0,0.375,0.0,0.0
@UKLittleKitchen Defo a hearty root veg gratin. Nice comfort food as Autumn kicks in,0.0,0.0,0.48,0.0
@USAneedsTRUMP @HillaryClinton @realDonaldTrump awe!!! #cnn so bias and doesn't care about people only money,0.0,0.521,0.0,0.0
@Uber_RSA when you click over and over again for a cupcake but there are no vehicles available... #sadness,0.0,0.0,0.0,0.708
"@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no I'm fine-",0.458,0.0,0.0,0.333
@UndeadLayne @Lauren_Southern all the bully,0.0,0.354,0.0,0.0
"@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated",0.629,0.0,0.0,0.0
@UnknownAndYoung â€” a low growl escaping him. Oh oh.,0.396,0.0,0.0,0.0
@V_of_Europe @ckolacia MSM relentlessly saying DT can't win to: depress GOP turnout &amp; provide cover 4 stolen election!,0.0,0.0,0.0,0.604
"@VanDashNessa @taotao_salupa5 Nobody in that street burning and looting and terrifying innocent citizens was there, either.",0.556,0.0,0.0,0.0
@VaunWilmott @PrisonBreak @PBWritersRoom linc the sink,0.0,0.0,0.0,0.208
@VectoneMobileUK The worst customer service and lack of professionalism from this service provider! #phoneprovider #badbusiness ,0.0,0.458,0.0,0.0
